text,intent
"are you sure , sir ? flies i could believe , but cockroaches ?",question
"what day would you like to reserve the suite for , sir ?",question
i have made a reservation for my breakfast last night . but i still haven't got it . i am so hungry now .,directive
i would say that the statement is definitely false,inform
i'm bill . i'm in room 908 . can you change the room for me ? it's too noisy . my wife was woken up several times by the noise the baggage elevator made . she said it was too much for her .,directive
that's definitely false,inform
"yes , it would . don ’ t worry . there ’ s a lawn outside the building and there ’ s the park nearby . this place will be fine .",directive
how about today at 6 p . m . ?,directive
then i'll just shut up and sit down !,inform
i need my earned income form for paying taxes,inform
maybe i should go home .,commissive
i want to know how nutritious an avocado typically is,question
good morning . sales division . alex speaking .,inform
tell me the carry on rules,inform
"i will tell you tomorrow . see you tomorrow , mary .",directive
maybe you are right . but the major is not fit for me . i like architecture more than computers .,inform
and i score three of them .,inform
then have you received any award at your present company ?,question
what ’ s mr . king doing ?,question
"hi , is heather there please ?",greeting
well done .,inform
what transactions have i made on liquor in the past month,inform
"in that case , i'll be seeing you .",inform
i ’ ll call you if i ’ m delayed .,inform
it's beautiful .,inform
got it . can we see any things left by them ?,question
how about tomorrow morning ?,question
dad ! i don't have time ! i'll be late for school !,commissive
"well , first of all , i ’ ve decided to stop smoking . it ’ s not that i ’ m pinching pennies or anything , it ’ s just that i ’ ve been smoking since i was sixteen , and i think it ’ s time to stop .",inform
let me know how to get to the starbucks nearby,question
jogging and bowling . do you know how to practise bungfu ?,question
do i need to pay any extra change for my suitcases ?,question
how old is the oldest person that is in the guiness book of world records,inform
"i guess so . better to find out now than after you're married , when it's harder to get out .",inform
"ok , sir , wait a minute .",commissive
i need information about my recent transaction,inform
"no , i haven ’ t had a cold . i just have a heavy feeling in my chest when i try to breathe .",inform
what's a good blouse to wear with pink shoes,inform
oh . of course i'm ready .,inform
yeah.and i'm going by bus .,confirmation
what have you got ? a cough ? a cold ?,question
yes . i have been a guide for two years .,inform
good morning . i'd like to check out right now .,directive
"( after they entering the park ) great , it's so quiet here . we have the park to ourselves , only you and me .",question
"no , it's free .",inform
i want egg soup .,inform
i would like to make an appointment for a project meeting .,directive
how do i start my car battery,inform
"yes , but the offer only lasts this week .",inform
"dad , now don't you go getting mush on me .",inform
she said that she didn ’ t want to foul her own nest .,inform
the score was 101-98 .,inform
the final examination will be held at the end of this month . have you made good preparation ?,question
will it exfoliate the skin as well ?,question
"yes , but at least this way no one gets hurt.it ' s better to have a fire in your house when you're not home . don't you think ?",question
"well , yes , i am . i'm worried about my work . i've just taken a new job . i earn a lot of money but it's difficult work . i'm always afraid of making a mistake .",inform
find me a recipe for chili,question
"that ’ s ok . if you could just bring it in tomorrow , i would appreciate it .",inform
go passed the song now,inform
please speak a bit faster,directive
it seems that he has gone ape over the girl .,inform
"sorry , but i'm on my way out now . could you come back in an hour ?",commissive
pull up my shower playlist,directive
i live in room 1106 of the friendship hotel .,inform
it's about 200 years old . it has a lot of history !,inform
initiate a call to robert,directive
yes . my name is charles .,inform
"yes , here's my id card .",commissive
i want a rematch . let's play again .,directive
see how many people are here !,directive
i would like to buy a bottle of cleansing milk.can you recommend me some kinds ?,directive
how are my federal taxes looking this year,inform
"great , okay . "" dear miss cooper , i'm writing to confirm the final quotation for the full page back cover color advertisement you requested for the spring issue of voila magazine "" .",commissive
yes . 6710121 3 . benjamin .,commissive
increase the volume level to 4,directive
what are you using for bait today ?,question
maybe we can enjoy the tv play together . it's interesting .,commissive
please make a reservation for us at joy bar for 4 adults,directive
"you like it , huh ?",question
go ahead and put the volume to 4,directive
oh ... i go to see my sister twice a year or so .,inform
"it ’ s a piano solo . i'm fond of piano , you know .",inform
could you please transfer that money to my remaining account ?,directive
that's insane .,inform
don't you agree with me that in the long run moderate prices we bring about large sales and more profit ?,directive
you can catch the 486 .,directive
"maybe i am just homesick . i know you ’ re right . i just miss china , that ’ s all .",inform
i ’ m never coming back .,inform
i'm a foreigner here . my english isn't perfect . can you tell me what satin is ?,directive
"yes , i'm hungry . what types of food sound good ?",question
shall we go to a movie tonight ?,directive
"well , i think you should decide for yourself .",inform
that is truly amazing !,inform
"i ’ m not sure , but probably about 75 years . how about in your country ?",question
they usually go outside to play firecrackers and fireworks .,inform
they are e / d cards . all passengers except american citizens must complete these forms .,inform
"sure , but i don ’ t have hot water , yet .",commissive
i got robbed .,inform
"oh , doctor . do i have to ? i am afraid of needles !",directive
what's the minimum payment,inform
"five tens , five fives and the rest in ones , please .",directive
i wonder what we should have for dinner this evening .,question
i'd like to hear that .,directive
"thanks , i'll see you around wednesday then .",gratitude
i ’ ve changed my mind .,inform
i've always been into it . have you always liked classical music ?,question
i'd like a double room .,directive
is there anything else you'd like to get ?,question
i am just casting pearls before swine .,inform
"thank you , mr.wang.do you have an appointment ?",gratitude
i would like to know the proper way to greet an adult in portuguese,question
i ’ ll be back tomorrow .,inform
"i didn ’ t know it until yesterday . i put my foot into it , and was even stupid enough to ask when they would get married .",inform
"what seems to be the trouble , mr . brown ?",question
"sorry , i am used to speaking in a slow pace , but i will try to be faster . what position do you want to do ?",question
i want to book a hotel room for 10 people from monday to tuesday in manhattan,directive
more and more people easily get irritated while driving .,inform
"and lightweight , too . it'll play for 20 hours on two aa batteries !",inform
really ? what about the pay rate ? are the wages pretty high ?,question
"yes , i want to send a registered airmail letter to france .",directive
"you are wrong , shirley . i was always absent-minded in the class . i meant to concentrate on the class , but i was just so tired . maybe i am old .",inform
and those pencils ? what should i do with them ?,question
"providence , rhode island . do you know it ?",question
thank you very much sir .,gratitude
why did you stay an extra night in boston ? what happened ?,question
you ? you are full of hot air .,inform
absolutely . here it is .,commissive
what are the steps for setting up direct deposit for my paycheck,inform
"well , i didn't think so at first . but as we started talking , i found him extremely funny and witty . i couldn't stop laughing at his jokes ! and we have so much in common . we like the same team , music , and most amazingly , we both love chinese food ! i have the feeling that we are going to be great friends .",inform
"i ’ ll need to meet with you before you go on vacation , alex . i have a few things to clear up .",directive
"as a matter of fact , i open the shop because i'm interested in the arts . i spent lots of time doing research on the folk art of our country .",inform
i want to know my credit limit,inform
it owns 10 factories and offers stocks to the public .,inform
"i'm afraid we cannot help you , sir , because that would be violating the regulations . i owe an apology for doing nothing about it .",commissive
what do you mean ? my daddy gave me this car for my birthday last month . it ’ s brand new !,question
"no problem , i'll play as hard as i can and give you an extra game to say thanks .",gratitude
no.it was very close and they argued over the bid for a long time . better luck next time .,inform
"come on , buddy , cheer up . why not do some sports with me ? violent exercise might help to shake you out of your disappointment in love .",directive
"the bronze cup was made 4,000 years ago . it's priceless !",inform
i'd like a hamburger and a cup of coffee.my room number is 402 .,directive
"well , yes . several colleagues from different departments helped me with that . they are very supportive . i consulted an economic expert last week . he was very kind to give valuable suggestions .",inform
later,farewell
i need to return a book .,directive
"would you fill out this form , please ?",directive
so many stops ! don't you have any direct flights ?,question
bye bye!,farewell
"really ? that's something unexpected . you see , all our exports are strictly inspected before shipment . the goods were in perfect condition when they left the port .",inform
what are they paying me at work right now,inform
"the monthly sticker is $ 24 , but the actual pass is free .",inform
turn down the lights a little please,directive
"yes . i have . i liked it very much . like you , i was very impressed with rachel ’ s performance in the movie . she ’ s going to be a star .",inform
"that's fine . if you are travelling outside of mainland china , hong kong and macao we need to follow the safe rules . this means that you can exchange 2,000 usd or equivalent .",directive
how did you get on with your studies in university ?,question
"although it is easy to ride , the condition of the road surface should also be paid attention to , such as places being put together and full of gullies . if the condition permits , it is better to be equipped with helmet , eye shades , ankle shield , knee shield and elbow shield .",inform
how many of my vacation days have i depleted,inform
thank you . but a number of things have been going wrong lately .,gratitude
"i'm glad to meet you , mr . zhuang . sit down , please .",directive
sorry . that's not my fault .,inform
all right . single-room or double-room ?,question
we can help you find local information about available jobs and workshops .,inform
my credit card is set to expire in what month,inform
how does the etheric body operate,inform
did you stop at the big waterfall for pictures ?,question
"grades are important , but don't you think that gaining the knowledge is important , too ?",question
how long til my new card arrives by mail,inform
just the bathroom plumbing seems to have a problem .,inform
i see . you mean you don't enjoy smoking any more ?,question
yes . shall we buy some saucers ? it will be used during our picnic .,question
how long will steaks last in the freezer,inform
tell me something funny about the middle ages,inform
excuse me.could you please tell me where the train station is ?,directive
"not only does it centralise management , it also increases the efficiency of funds . we have testimonials from various companies who are very happy with the service .",inform
"thank you . i ’ m pleased to meet you , mr . brown . my name is kathy pewless , the representative of green textile import and export corporation .",gratitude
sure . i suppose you dance much .,commissive
our school did . they played really well .,inform
set me an alarm now,directive
"yes , very . believe it or not , it will cost you more than one hundred dollars .",inform
"this is my luggage , but it's too heavy . i can't move it . could you help me get it out of the conveyer belt ?",directive
"correct, it is affirmative",confirmation
what is the meaning of the word lux,question
"yes , you should pay half of the cost in advance .",inform
i thought you didn't talk to them much .,inform
do you have the classrooms open for the whole night ?,question
really ? i'm in a hurry.all right .,commissive
i really don't want to go by myself .,inform
look up how much i earn annually,inform
"certainly . after all , i've been here for two years . it's not much uphill work for a foreigner to get used to chinese dinner utensils . though , i do feel hazy about how to behave appropriately at a ch",inform
no . just talk to your manager and let me know .,commissive
one last question.is there a dress code there ?,question
"thanks , i ’ ll give them a call later .",gratitude
"no , i don't want to .",commissive
what were you screaming at me for ?,question
what is the exchange rate for canadian dollars to us dollars,question
"we usually eat chicken , pork and beef.you eat these meat a lot in your country too , don't you ?",question
i'm pretty tired these days .,inform
thanks . this is so exciting . sleep tight and sweet dreams !,gratitude
can you help me find my cell,directive
could you tell me the cost of production per unit ?,question
"hi , mary , can i have a minute ?",greeting
you have so many antiques and chinese paintings here . may i have a look first ?,directive
"please book a hotel in ny, close to brooklyn, on the 25th to 30th",directive
can you tell me what happened here ?,directive
i will let her know where you are .,commissive
yes . you must put on her name and address .,directive
"so , your experience is as impressive in practice as it is on paper .",inform
you'd better shape up if you want to get the job done .,inform
i would like to buy two bottles of brandy .,inform
yes . anytime on saturday will be fine .,inform
did i make a note on my todo list to mop the bathroom floor,directive
convert krugerrands to saudi riyal,question
yes . now what other problems do you have ?,question
"i can tell you where i got mine , if you'd like .",directive
can you check how many steps i have walked in the last week from my phone app,inform
that's him !,inform
ok.your bill includes the doctor's fee and the cost for a 3 - day supply of medicine . it comes to one hundred yuan .,directive
"my birthday present ? i can't help telling you that i am a happy woman , darling . i will come back soon . ( go to her bedroom and wear the new dress , then show it to steven . )",commissive
"how many courses are there altogether , please ?",question
"yes , this is . may i help you ?",question
"i'm not a very good sailor , either . my mother is a dreadfully poor sailor . in fact , she never takes a voyage unless she has to . i am better than that , and even on the pacific . after ten days of it , i can still find my sea legs . well , happily we shall have a smooth passage today .",inform
i need to know nfcu's routing number,inform
what happens if i am not satisfied with my purchases ?,question
"to be honest , i ’ m not , and i regret a little what i have done .",inform
"china is now a member of world trade organization . as a member of to , china will have to make some changes in its economic policies so that it can follow the routines practiced by other to members . is it fair to china , do you think ?",question
what ’ s the time ?,question
i didn ’ t think of that .,commissive
"you need to fill out this form , please .",directive
"yeah , that sounds right .",confirmation
i like listening to the classical music .,inform
let's meet tonight at the thai restaurant at about 5 .,inform
fine ! i can't believe you don't trust me .,inform
i graduated with honors . i had a 3.9 .,inform
just alright ? ! ? she's hot !,inform
"well , we have all kinds of beverages in addition to fruit juices .",inform
hey ! where are you going ... ?,greeting
"mom , what are you doing ?",question
"nothing much , what's going on ?",question
at 11:00 o'clock .,inform
how nice . i hope the weather will stay like this for the whole week . i'm going on the canoe trip this weekend .,inform
"so , when are you going to inform the owners of my acceptance ?",question
"yes , we have . the city is famous for its beautiful evening scenery .",inform
when is my next day off,question
so what do you see in there ?,question
i mean it ’ s not his fault .,inform
is it the same in america ?,question
did someone who is unauthorized try to get into my bank account,complaint
"listen , it's almost dinnertime.there are lots of restaurant around here.what do you want to try ? italian ? greek ? japanese ? thai ?",question
"well , i ’ ve looked over your resume , mr . peepers .",inform
we need to talk about the size of the country and its population .,inform
"when you wash your dark clothes , can you put some of mine in ?",directive
"yes , please wait a minute . i'll fetch it for you . here it is . please try it on and take a look at the mirror . how do you like it ?",question
"wow , this question is hard to answer . i don ’ t think i ’ ve ever had a job that i really disliked . but i dislike work that is monotonous , always the same from day to day . i like to move around and do different things .",inform
she is quite young and her hair is blond .,inform
can you check who is at the door,directive
i'm not sure which would be better for me ; buying some insurance or putting my money in a savings deposit .,inform
i have to finish preparing a paper for my western civilization class .,inform
"oh , iris ! what was it about this time ?",question
good idea . remember to eat healthily too . the trainers at the fitness centre will be able to advise you on your diet .,inform
how much is the desk ?,question
"what kind of cottons are they ? may i see your list ? ah , machine prints .",inform
to what extent until the following free day,question
please report information about activity on my credit card,complaint
may i ask if there's anything wrong with it ?,directive
"yes , we certainly are . but mr smith is going to pay us for all the work we'll do .",inform
i need to know if you are a bot,question
"yeah . other than that , the real feature are the excellent drinks . can i have your ticket ?",confirmation
"that's cool . hey , so have you decided on your major yet ?",question
when can i get the final decision ?,question
"yeah , wear formal clothes to your interview and do be punctual . that'll leave your interviewers with a good first impression .",confirmation
it ’ s to the east of tiananmen square .,inform
what is the definition of didactic,question
i'm on your side . it needs to be done over .,inform
what are you doing to your house ?,question
something's wrong with my computer .,inform
"i have just taken the temperature , i don't think so .",inform
is there enough in my savings account to get a new tv,inform
please ! you can do it . their clothes are all laid out on the bed .,directive
"okay , i ’ ll need the name of the company and their bank routing number as well as their bank ’ s address and phone number .",directive
"if we hurry , can we get there in time ?",question
mr . martin ? i need to talk to you for a minute .,directive
"she started arguing back to my dad that how much she loves her boyfriend , how they're in love and it's not hurting anybody , and so on . my dad said she's too young to do this , and that she should move out right away .",inform
how do i locate when my gas bill is do,inform
and she did her best to pull out the thorn in her flesh and the boy lost whatever made him happy .,inform
"some companies use to ban dating among employees , but now they have realized it is something in avertable . people spend so much time at work . it is not surprising for one to have a crash on the other .",inform
"hi , sir . could you tell me where the hilton hotel is ?",greeting
tell me about a time when you had to research a case and encountered some obstacles you had to overcome .,directive
well i have been thinking about getting a newer car . i can't afford a brand new one .,inform
are you alive,question
"that ’ s both fortunate and unfortunate . it ’ s the united nations in my class ! we have people from all over the world ! there are three germans , a pole , a scottish , two french , an american , a brazilian ,",inform
what is the saved vacation time i have left,question
what's wrong with it ?,question
i've been told you might have a vacant room .,directive
i think so . i think you'd better make a phone call to see whether there is a table available .,inform
"first , your overwhelming share in the world market . second , your superiority in sales and profits in addition to the amount of capital and the number of employees . third , the diversity in your production line is second to none .",inform
"yes , the service hasn't been the best . is that our waitress over there ?",question
play some music,directive
"yes , of course . i'm jimmy white .",inform
oh . i'm sorry . but is this 321-9987 ?,question
when do you want to start learning how to drive ?,question
"i'm afraid i know less than you do.tell me more about her , will you ?",directive
i have faith in our new president .,inform
do you want me to give you a ride ?,question
"please set two alarms, one at 12 pm and the next at 1 pm",directive
"thanks , professor . i've got it covered !",gratitude
what is your address ?,question
you need to set alarm for me,directive
"i'm sorry i haven't dropped in that much these past few years.business kept me too busy , i apologize .",inform
"it ’ s okay sir , calm down . what happened ?",question
does the hotel run its own laundry service ?,question
"yup , better for the environment and better for us !",inform
"mr . chang , i just want to tell you that we are leaving london for beijing by flight cp 645 on saturday morning . could you meet us at the airport , please ?",directive
good . and your benefits will begin immediately .,inform
did you want to know my favorite kind of pie ?,question
share my location with mom,directive
of course . here you are . can i take your order now ?,directive
so i'd rather walk or run to work .,inform
"well , generally speaking , if you want to change someone ’ s mind or understand his position , you have to put yourself in his shoes . understand his need and the cost for his need . and then you work together to find a solution .",commissive
thank you and bye-bye !,gratitude
"yes , could you show me to your coat section ?",directive
how does my credit score look,inform
what kind of oil do i need to get and use for my car,inform
hi ! do you know what's for dinner ? i'm starving !,greeting
how many carry ons can i take on a flight with delta to mexico city,inform
"hey , honey ! is that you ? don't eat all the cookies — i want some , too !",greeting
"yes , of course . step in , please !",directive
"i don't feel like going out tonight , i am way too tired . i miss you , sweetheart .",commissive
would you like to go to dinner or something ?,directive
ok ! you know you're always welcome here . did you enjoy your stay ?,question
decrease volume level,directive
"wow , it all looks so good . i ’ m not sure what to choose .",inform
i ’ m sorry that you didn ’ t get in .,inform
what do you do then ?,question
"yes , i ’ ve looked everywhere downstairs .",inform
that's a definite yes,confirmation
"these girls are different , they are not wimpy .",inform
good morning . this is dr . mustn ’ s office . can i help you ?,question
do you take your dog for a walk every day ?,question
could you tell me why you want to quit ?,directive
what does the job description say ?,question
have you enjoyed your weekend ?,question
yeah . if i leave little italy alive ...,confirmation
i'd like to make an appointment with manager mr.wu . would 10:00 a . m . tomorrow be all right ?,directive
why ? dad ?,question
what i do is find the website of shops . then someone from our company visits the shop and buys when they ’ re seen that the products are genuine and suitable .,inform
we've looked over your letter and resume and i'm very satisfied with them . today i want to invite you talk about insurance you're interested in .,directive
could you help me to register for a class ?,directive
have you decided what you ’ re going to do during your holiday ?,question
i bake chicken because it's a healthy way to eat it .,inform
"no , quite the opposite . i thought i'd never stop falling down . then all of a sudden i started skiing much better .",inform
may i try on this dress ?,directive
"i see , yes , i can do that now . i'm sure you know , as i may have told you before , you should pay an extra 20 rib handling fee for this service .",directive
that ’ s my rate .,directive
"oh , sounds nice .",commissive
it's all right ! i often fry sausages when my mom is not at home .,commissive
"yes , i'd like to withdraw some money .",directive
i'm drawing a blank,commissive
it's interesting . let me see .,inform
i am so bored all day .,inform
"regrettably , we're currently out of filet mignon . may i suggest the porterhouse instead ?",directive
that will be fine .,commissive
what other expenses will we have ?,question
"your daughter usually does the dusting , and i do the vacuuming .",inform
when do you think i should change my oil,inform
"but i didn't see the sign , ma ’ am .",commissive
yes . and they don ’ t give you very much either . i ’ m still hungry .,inform
how about seven o'clock ?,directive
how about rumba ?,question
"hello , there . what can we do for you today ?",greeting
i haven't made up my mind . maybe i will go to the us . what about you ?,question
i am sure that document was filed .,inform
send a text message,directive
so now you can say you had a mafia experience . ha-ha .,inform
"you're right , that is great .",commissive
that would be weird .,inform
it is true . i think we should change some policies .,inform
no kidding ! i can't believe this . you devil !,inform
are there many employers ?,question
what keeps you so busy ? you've been sitting there for hours . you've got to walk around.you just can't stay on the computer forever .,question
confirmed,confirmation
sure . it ’ s like understanding on the telephone — — you can ’ t see the speaker ! it ’ s great for improving listening comprehension .,inform
how is your new car ?,question
any time after 2 pm today would be good for me .,inform
"if that ’ s the case , then i will fix the faucet .",commissive
it has been a pleasure . goodbye .,inform
"but i'm not sleepy , mum . can i stay and watch more tv ?",directive
what made you think that she wasn't very confident ?,question
oh . what good is that ? i thought it gave you free money .,question
"jennifer , would you like to have dinner with me ?",directive
"right . okay , let me see what i can do . how about 1:30 right after my lunch meeting ?",directive
what did you learn at the workshop you went to yesterday ? do you think it was worth the investment to go ?,question
"no , that's too risky .",commissive
good afternoon . may i help you ?,question
"how do you spend your day , helen ?",question
"before he made the top three , i was so nervous . i just fear that he might be knocked out .",inform
what's the weather like there today ?,question
i'd enjoy that .,commissive
"hello , steven . we're thinking of appointing an agent for our products . i want you to find one for us .",greeting
this is outrageous ! i'm never coming back to this hotel again !,inform
i don't like anything about it .,inform
do you have any idea how long it will take to clean customs ?,question
when am i due for an oil change,inform
why did we elect this woman who made amazon leave and take its jobs with it,inform
"yes , i can see it . but what's on it ?",question
really ! you live in taiwan !,inform
"how are you doing , madam ? my name is during . i am coming to your company for an interview as requested .",directive
"well , it's very convenient and very popular now .",directive
please increase the volume to 4 please,directive
will a jump start work if my batter is dead,inform
i'll participate in a quiz about the 29th olympic games in beijing . it will be held tonight . will you come ?,directive
that ’ s sounds great .,commissive
you're rather energetic today . what's going on ?,question
did you like the play ?,question
alright . but will we sing ?,question
roll a fourteen sided dice exactly,inform
"there's the difference , your wife made it ! i have to make my own lunch !",inform
"if you pass the interview , the personnel department will inform you within two weeks .",inform
you ’ re so lucky ! do you have to do many things before you leave ?,question
"sometimes they do , sometimes they don't . it's best to find someone who is selling by themselves .",inform
would vaccinations be needed if i go here,question
really ? what time do you go to work ?,question
thank you for your compliment . but you are exaggerating . i think you are destined to be a singer . you have the best voice !,gratitude
"wow , that sounds like a bargain . i'm running low on facial moisturizer and toner . could you ring those up for me too along with the blush ?",inform
do you think he can do well ?,question
fantastic ! the whole city is echoing with crackling sounds !,commissive
"yes , the fried chicken is too hard to eat . i suggest you bring me another one free of charge .",inform
i will get registered now at once . do you know any training schools ?,question
i think that few of the show biz stars want any publicity for themselves . they only want it for their films .,inform
"i like to hang out with my friends , play games and go swimming .",inform
i really cannot remember what my pin is for my bank of america checking account,inform
"doris , helen mall is having a big sale this weekend . do you wanna go ?",directive
sure . did you hear anything ? look ! an eagle is hovering in the sky .,question
"may i have your passport and form i - 94 , please ?",directive
can you tell me about the nutrients in jello,question
i am chinese by birth .,inform
you ’ re great . could you say it in chinese ?,directive
sometime next year .,inform
"ok . do you want a trim , or do you want to get your hair done ?",question
"wow , you ’ ve inspired me to do something !",inform
i'd like to mail this letter to taipei .,directive
thank you for your warning .,gratitude
not a bad idea .,commissive
ok.sir . please go upstairs . someone will open the door for you .,directive
"i'd like to confirm a reservation , please.my name is wang lin . my flight is kf98 .",inform
where can i get the form for my taxes,inform
what courses did you minor in ?,question
"yes , millions of travelers come here every year for the view of the buildings .",inform
here comes the bus .,inform
i'd be glad to . what is it ?,question
half done .,inform
"most models only eat once a day . if they can do it , so can we .",inform
what is the credit limit for my bank of the west card,inform
i think i'll try it .,commissive
"no , i ’ m planning to quit this job and go back to work in my hometown after the spring festival .",inform
"yes , it sure does . and with our new premises , we have new services . we can provide 24 - hour support for your wealth management .",inform
"yes , may i help you ?",question
is this your first time in beijing ?,question
i'll appreciate it if it could be arranged .,directive
can you finish it on time ?,question
"actually , we have a few to choose from . they are over here .",inform
thank you . good bye .,gratitude
i need to cancel a check .,directive
"not a good plan . the tv weather forecast says the hurricane is coming this weekend , and the temperature will also drop to 66 degrees .",inform
yeah . it is incredible ! is it the work of qi bakshi ?,confirmation
"wow , that sounds like a scholar . by the way , who's your favorite writer ?",question
could you spell that please ?,directive
i'll buy it for $ 2000 .,inform
is bowling on my calendar,directive
i've been looking forward to the new semester .,inform
fine . i have your letter and i've made some notes .,commissive
"just present your visa card , and there won't be any problems .",inform
here ’ s the paper ; you can read them yourself .,inform
please note that this ticket has a penalty of $ 75 for any change or cancellation .,directive
i don't know how to adjust my life . would you give me a piece of advice ?,directive
do you know where i can find my suntrust routing number,inform
"hello , mr . black , how are you ?",greeting
"we expect the usher girl to be good-looking , no less than 165 centimeters high , and love smiling .",directive
"no , i mean it . look , are you hungry ? shall we go get something to eat ?",directive
"sure , i ’ ll go look at apartments with you anytime you want .",commissive
i don't recall .,inform
when did i get paid the last time,inform
donna ! how are you ? it's good to hear your voice .,question
that ’ s probably because she wants you to read the book first .,inform
can you figure out how to find my credit score,inform
have my tires got adequate amounts of air in them,inform
ok ! here you go .,commissive
they see their independence as a kind of character strength .,inform
"you have quite a range , haven't you ?",question
please tell me about my income,inform
don't you like red apples ?,question
but he's really kind at heart .,inform
disconnect from my phone please,directive
that ’ s the man i told you about . remember ?,question
"i'm sorry , i'm afraid you've dialed the wrong number . there is no petti here .",directive
when do i finally get a day off,question
mary and i will be driving the van .,inform
i can just use my beach towel . i love lazing around in the sun .,inform
oh good ! can i bring anything ?,directive
"your discount is already included . normally we charge ¥ 400 , but now we can give you a special price . this is our sale period .",commissive
absolutely not,inform
fine . let's call a truce . i'll try to more considerate and to keep the noise down .,inform
"why not ! it ’ s a classic ; in fact , it ’ s one of my favorite novels .",inform
i know of a place you'll like and you have got to be there .,directive
"tell me how to change my car's oil, and what type of oil i should buy",inform
because its trunk is not thick enough to be like a thousand-year-old tree .,inform
i'll never ever work together with him !,inform
"hi , taxi .",greeting
"wow ! i am really honored you went through all this trouble just for my sake . i really appreciate that . so , what time are we going ?",question
"i'm mike kowalski and my card number is 5211678 44 , but there are some other numbers at the beginning . i'm not sure what they are .",commissive
i believe that two people did get hurt .,inform
do you feel like a king in your castle ?,question
it departs at 12:10 and arrives at 15:10 next day .,inform
"have a seat , please . now , here is the mirror . how do you like it ?",question
and it ’ s a bargaining . a house like this in river side costs double the price .,inform
"oh i remember , i cut terrible calls , and you didn't say anything about it .",inform
can i see these silk ties ?,directive
there have been charges made on my debit card that i didn ’ t make .,inform
do you see the woman ? is she a teacher ?,question
sure . i enjoy both of them very much .,inform
that will make him so happy .,inform
i feel eggplants are more nutritious .,inform
who do you think will win the championship ?,question
"well , it doesn't matter . i almost forgot it too if it is not for peter who asked me about it this coming .",inform
how much can i change 100 dollars for ?,question
"yes , it is . ( ... ) thank you . please fill in this form . can you check this box , and put your initials here , and again here .",gratitude
"that won't do . you see , our profit margin is very narrow . it simply can't stand such a big cut .",commissive
you can always bring up the main points during the meeting and speak to those who are directly involved after the meeting . not everyone needs to know all that information .,directive
"yeah , that's her . we had a lot of wonderful times together . she is really a special friend , and i want to get her something meaningful .",confirmation
"sure , i advise the sightseeing buses .",directive
rocky six is suppose to come out this friday .,inform
"yes , you are right . either party is not well-equipped to produce the final products single-handedly , but they can enter into an agreement . in such case , each side contributes different resources to make the manufacture of a certain product or a category of products possible .",inform
then how do you explain so many rich people committing suicide ?,question
i'm paid on a salary .,inform
how could you have done that without asking me first ?,question
she's going to kill you .,inform
"yes , emergency . there is a huge fire here .",inform
my car didn't want to start either at first .,inform
"i agree , toni . i think the biggest problem we ’ re facing is how to bring it in under budget .",commissive
will you please cut it for a while and come in here to take a letter ?,directive
adjust settings back to original factory settings immediately,directive
"really ! let's go back upstairs and get back to bed . that way , we can let santa do his job . then when you wake up , it will be christmas already !",inform
"i disagree , a big town is more lively .",inform
what salary are you expecting ?,question
i'm coming to pick up my ticket . this is my reservation note .,inform
what reservations are available for 3 people at the xenophobe,directive
"no , what's up ?",question
what words ? can you tell me ?,directive
where did all my money go this month,inform
"of course , mr . green .",commissive
do you have a sales slip ?,question
what exactly does that mean ?,question
"well , then , how much do i owe you ?",question
"have you got the time , tom ?",question
thank you . when and where shall we meet ?,gratitude
what is the way to jump start my car,inform
can you speak a little louder ? you sound very indistinct with the hissing noise .,directive
you flatter me .,inform
do you wash windows ?,question
"good morning , jason . how did you sleep ?",question
"yes , the reviving mask will promote blood circulation and tighten your skin . you can also choose to get hand or back massage as well .",inform
office romance is very tricky .,inform
"i know sir ! we didn ’ t expect a bull market to become a bear market all of a sudden . on the other hand , you still have some high yield trash bonds and government bonds that will give us enough liquidity to cut our loses and reinvest in emerging markets . we could potentially make this tragedy work for us and make us think outside the box .",inform
"i'm so sorry about your brother , mr . wang .",inform
"let me see . $ 200 makes rib 1,616 . here is the cash and exchange memo . please check it .",directive
"i always make my salads with shredded cheese , croutons , and almonds .",inform
can you assist me in moving money from one account to another,inform
okay . i ’ ll take it . thank you very much .,gratitude
where do we submit the tender ?,question
"why , do we need groceries ?",question
you're welcome . we wish you a speedy recovery.goodbye .,inform
"sorry , i overslept . my alarm clock didn't go off this morning .",inform
can you set an alarm for seven fifteen for tomorrow,directive
do you like the chinese traditional silk ?,question
"a single room with a bath , if possible .",directive
i'll go to church first and then go to a christmas party . would you like to come ?,directive
would you be using english every day in this job ?,question
it is in mine too.the biggest issue is water . the climate is dry and so water conservation is very important .,inform
"ok . what kind of room do you want ? we have single rooms , twin rooms , double rooms and suites available on friday .",commissive
yes . how much do you charge for it ?,question
"i understand . i used to live in a dorm with four people . i was great in some aspects . we always went out and and had fun together . but on the other hand , when i wanted some quiet time , and people kept",inform
here you are.it ' s very attractive .,inform
"first of all , you must be punctual . you should be there before 6 p . m . so that you will have half an hour for preparation changing clothes and things like that . then , remember you should smile . smile to your customers all the time . never pull a long face even if you feel awful that day . anything else ? oh , yes . never argue with your boss . learn to say ' yes , sir . '",inform
i'd love something spicy . maybe we could get some sichuan hotpot .,directive
what's my boss' home address,inform
"well , i don't have the guts to ask her out .",commissive
have you been taken care of ?,question
that's fantastic .,inform
don ’ mention it . i ’ m glad to help .,inform
