text,intent
"i hate to say goodbye , but it's late .",inform
"can't you stay for a little bit longer , it's only 8 .",directive
i wish i could.but i'm afraid i can't . i've got some serious studying to do . i have to go .,commissive
ok.see you on today .,inform
see you on moday.have a great weekend .,farewell
you too.thanks for dropping in .,gratitude
are you really dating with frank ?,question
"yeah . but in my heart of hearts , i find he ’ s not very much to my liking .",confirmation
then why not keep away from him ?,question
the problem is that i just have no one to turn to right now .,inform
that ’ s stupid .,inform
"hi , jim . how are you ? i haven't seen you for a while .",greeting
i'm fine . i've been out of town . i just got back .,inform
where were you ?,question
i was in new york for a wedding .,inform
what do you think of the novel you just finished reading ?,question
"i like it a lot . it has a very funny beginning , i think . it attracts your attention the moment you begin reading it .",inform
what do you like best about it ?,question
i like the plot . it's so full of twists and turns . i also like the main character . she is so humorous and smart .,inform
what do you think of the ending ?,question
"the ending is a bit weak . it's so abrupt , like those of most other detective stories .",inform
"quite a few times , i had my back to the wall .",inform
really ? generally they will turn out to be a good thing .,inform
that ’ s right .,inform
you ’ ll exert all your energy and get out of it .,inform
is that your phone ?,question
"yes , it's my new business phone . do you like it ?",question
it's very impressive . can you use the internet on your phone ?,question
"yes , it's got wireless internet access .",inform
that's really convenient . does it have the bluetooth ?,question
"yes , but i don't really use it often . have you ever used it ?",question
"no , but i think it'd be really great for people like you who are always on the go .",inform
"yes , i guess i should try to use it .",inform
"good morning , mary !",inform
"good morning , john !",inform
i want to have a few friends over for a dinner party to celebrate my birthday . would you be able to come the next weekend on saturday ?,directive
"i'd be delighted to , john . saturday did you say ?",question
"yes , if that's all right for you .",inform
"i'm pretty sure i'll be all right . in fact , i'd be delighted to come over and celebrate your birthday with you . what time are you planning to start ?",question
"oh , good . if you could come around six thirty or seven o'clock , that would give us some time to chat a whit over a glass of wine before dinner .",directive
that sounds fine . i'll be there around seven .,commissive
don't worry . i'm sure you'll do better next time .,inform
i didn't realize it was so difficult though i know i'm always too nervous in such competition .,inform
it doesn't matter . forget it .,inform
i don't think i performed well .,inform
oh ! that's much hetter than i did .,inform
can you tell me how to improve myself ?,question
there's no secret at all . the only thing for you to do is to practice more . you will succeed .,inform
thank you for your encouragement .,gratitude
it's a pleasure . come on . i'm on your side .,inform
i just dropped in to say goodbye .,inform
what time are you leaving ?,question
i'll leave at 10 o'clock .,inform
take care and give my best to you parents .,farewell
"thank you , i will . hope to see you again next year .",gratitude
come back . you haven't paid yet .,inform
"may , just let him go .",inform
but he took some newspaper away without paying .,inform
i know .,inform
why ? you make me confused .,question
"he lives nearby and he would just glance at the newspaper headlines , read the political sections and return them later .",inform
why does he have such a privilege ?,question
he used to be a hero during the war time and everyone respect him .,inform
i see . does he live by himself ?,question
"yes , he has no children and his wife passed away when he was in the battle .",inform
he must be lonely ?,question
i bet . but he is always busy telling the children stories .,inform
how respectable !,inform
how may i help you ?,question
i need to get on the internet .,directive
do you have your library card with you ?,directive
"yes , i have it .",commissive
you ’ re going to have to wait for a computer .,directive
that ’ s okay .,commissive
please put your name on this list .,directive
then what do i need to do ?,question
"when there is a computer available , i will call you .",directive
what do i do to log on to the computer ?,question
just type in the number on the back of your library card .,directive
okay . thanks for your help .,gratitude
are you coming to the bridal shower for jane ?,question
"yes , i am . when is the wedding ?",question
aug 8 .,inform
"august bride . how nice ! by the way , who is going to be the matron of honor ?",question
mrs . white .,inform
"oh , yeah ? i wonder who is going to give jane away at the wedding . you know her father passed away several years ago .",question
maybe her uncle will .,inform
"i think so . the wedding will be held at her church , right ?",question
right . red rochester will officiate at the wedding .,inform
do you know where they will go on their honeymoon ?,question
"yes , jane says they will go to china .",inform
don ’ t do that again . you are riding the tiger .,directive
no problem . i can deal with it well .,commissive
you will ask for it .,inform
"all is best now , isn ’ t it ?",question
hurry up ! time is money !,directive
don't build a fire under me . i know the importance of time .,commissive
but you are too slow to follow them .,inform
don't you see i'm trying my best ?,question
watch out ! you'll hit that car if you're not careful .,inform
"oh no , i won't . but we will have an accident if you don't stop shouting .",inform
you see . i told you you'd hit him if you weren't careful .,inform
"oh , shut up , will you ? it was all your fault.if you'd kept quite this would never have happened .",inform
"oh , so it was my fault , was it ? if i hadn't warned you in time it would have been much worse .",inform
"steve , you look pale . what happened ?",question
i didn't sleep a wink last night .,inform
did you have something on your mind ? you look so concerned . maybe i can help you .,question
"well , i am under a lot of pressure . my boss is very pushy . he assigned me three projects . now the deadlines are near , and i still have not finished all of my projects .",inform
is there anything i can do to help you ?,question
"well , i guess no one can help me but myself . for the moment , i just need someone to talk to , so that i can relieve my stress .",inform
"lodge , you must come around sometime , you have to check out my mew stereo .",directive
"sure , when is good time for you ?",question
can you make it on tuesday ?,directive
what time do you want me there ?,question
anytime after six will be fine .,directive
"all right , it's a date .",commissive
my friend jean is very beautiful .,inform
what's her figure ?,question
"perfect , and i like her charming eyes too .",inform
what's the color of her eyes ?,question
dark blue .,inform
what ’ s the life expectancy in your country ?,question
"i ’ m not sure , but probably about 75 years . how about in your country ?",question
"about 70 , i think . this newspaper article talks about the problems of an aging population . it ’ s a problem that will soon affect most of the world .",inform
"i heard that the government might need to increase the retirement age , because otherwise there will not be enough workers to support the young and the elderly .",inform
perhaps we need to have more babies ! tina gave birth to a baby boy yesterday .,inform
"did she ? that ’ s great . however , if we have too many children , that will have a bad effect on the enviroment .",question
how ’ s your son these days ?,question
"oh , he ’ s fine . kids seem to grow up very quickly nowadays .",inform
he ’ ll be a teenager before you know it ! teenagers are often rebellious ! when do you think it is a good age to have a child ?,question
"i had mine when i was 24 . that ’ s a little young . i ’ d suggest you wait until you are in your late twenties . , or even in your early thirties if you have a good career .",directive
"yes , i think you ’ re right . i ’ m thinking about having a child , but not just yet .",commissive
is there a big generation gap between parents and their children in you country ?,question
"yes , there is . teenagers do not want to live traditional lives . they want to go out , have fun , and explore the world . they want to develop their own view of life . parents usually try to discourage them , but they don ’ t often succeed .",inform
parents usually give their children more freedom in my country . sometimes they give them too much freedom .,inform
"it ’ s almost impossible to get the right balance . if you are too strict , kids might ignore you . if you are too lenient , they might go wild .",inform
"hey mike . i forgot about registration . i'm a day late , so all the classes are mostly full . what do you think i should do ?",greeting
you're screwed . you can't do anything about that . you have to hope that you get some classes that will be useful .,inform
do you think going to the registration building will help at all ?,directive
no . they will tell you the same thing in a worse way .,commissive
did you register yet ?,question
of course . registering for classes is not something you want to miss .,inform
what classes do you think are still open ?,question
"well , i know psychology 101 is a big class , so there will always be seats in that class . you can also get into sociology .",inform
that's helpful . thanks . but what do you think about philosophy . i wanted to take that class this semester .,gratitude
"i took that class last year . the professor is really cool , so if you go to his office , you can have him sign a card that will let you in even if the class is full .",inform
he does that ?,question
i guess that's because so many people drop out of that class .,inform
that makes sense . i think i'll do that . thanks for all the help .,gratitude
"no problem , man .",inform
thanks for helping me move into my new house .,gratitude
any time . i'm just glad i could help .,inform
i've been so stressed these days .,inform
what's the matter ? are you ok ?,question
"i don't know where to go for college , and what to major in .",inform
don't worry . you have plenty of time to decide .,inform
and i also want to get scholarships to help me pay for the tuition . i want to get the burden off my family .,inform
"you always worry too much about everything . take it easy , honey . you are good enough . you can go to the ideal college .",directive
"ok , ok . i'm so sorry . by the way , for you , is it more important to make money or to enjoy your work ?",question
"in a perfect world , i would enjoy my work if i do not have to do much , and make lots of money !",inform
"ok , honey , stop dreaming . you should face the reality .",inform
"that's only a joke . to be honest , i have to improve my english , because my english is not good enough . i still get confused about some simple grammars . since you are quite good at it , do you have any suggestions ?",question
"en , first you should be concentrated on what the teacher said in class . second , i suggest you to take an additional course in some training center .",directive
is the training center helpful ?,question
i think so . because i've taken one to improve my oral english during summer vacation .,inform
i'm glad we live in a small town .,inform
why ?,question
because the houses look so nice at christmas time .,inform
"yes , they do . do you have a christmas tree this year ?",question
"yes , we have a big tree this year . i bought the decorations at the five-and-tencent store yesterday . do you want to come and see it ?",directive
i can't now because i have to buy a present for my mother .,commissive
when can you come ?,question
i don't know when i can come . i'll let you know later .,directive
"you know , smoking does do harm to your health .",inform
"yes , you're right .",inform
why don't you try to give it up ?,directive
"i've tried to give up smoking several times , but it's no good . smoking relaxes me .",commissive
have you ever thought of just cutting down ? you could do it gradually .,directive
"yes , maybe i should have another try .",commissive
"hello , jim . what was the film like ?",greeting
awful . it was a complete waste of time .,inform
why ? what was it about ?,question
"it was about a married couple . they had to live with the wife's mother , because they didn't have enough money to buy a house of their own .",inform
a lot of young people have to do that .,inform
"yes . but the husband had to work overtime three times a week , so he was always tired .",inform
lt sounds like the story of my life .,inform
"yes , it does , doesn't it ? but this man was always over-tired , and he couldn't sleep.so he used to take two sleeping pill every night .",inform
i take sleeping pills sometimes .,inform
"yes , but not two every night . anyway , the strain was too much for him . he had nervous breakdown and had to go to hospital .",inform
it sounds a very depressing film .,inform
"not really . his wife was able to find a good job as an interpreter , because she could speak french and german fluently . after a few months ' work , she had a better job than her husband . so in the end ,",inform
i don't know . my wife used to speak french . i must tell her to brush it up .,inform
would you like to stretch your legs ?,directive
sure .,commissive
let's get a soft drink .,directive
do we have enough time ?,question
it's a fifteen-minute intermission .,inform
the seats are excellent . we're right in the center .,inform
it's a new concert hall and the acoustics are great .,inform
i can't agree more .,inform
is this your first time to come to a symphony concert ?,question
"in the united states , yes . but back in china , i went to concerts a couple of times with my parents .",inform
do you have large concert halls in your city ?,question
we have two . one is like this one . the other is a little smaller .,inform
"that's great . well , we'd better get back to our seats . it's about to start .",inform
may i help you ?,question
what time will the library be closing ?,question
it closes at six .,inform
does it always close at six ?,question
"no , not every day .",inform
will the library be open on saturday ?,question
absolutely .,inform
what are your hours on saturday ?,question
saturday ’ s hours are from nine in the morning to six-thirty at night .,inform
all right . thank you .,gratitude
what else can i help you with ?,question
that ’ s it . thank you .,gratitude
whose part do you think is best played ?,question
that of the old man .,inform
you're absolutely right ! that's the very figure i like best .,inform
some of the scenes moved me into tears .,inform
"vince , i think one of your programmers is spying on us for webtracker .",inform
pardon ?,question
"i won't say who , because i'm not sure yet . but i'll know soon .",inform
"zina , i hope you're not scheming to make elvin look bad .",inform
it isn't elvin .,inform
dave then ? dave is a spy for webtracker ? you can't be serious .,question
loan me that tape recorder you have . and don't say anything to anyone until i come back .,inform
"hello , zhang lin ! fancy meeting you here !",greeting
"hi , lin tao . i have't seen you for some time .",greeting
"how's life going , zhang lin ?",question
"yes , the same as ever , thanks . what about you ?",gratitude
"pretty good , thanks . i'm going to see my uncle .",gratitude
"good bye then , and keep in touch .",inform
good bye .,inform
fixing computer isn ’ t my cup of tea . you can leave this job to jason .,directive
"yeah , he has a good commend of computer skills . but ...",confirmation
but what ?,question
but he is always talking big .,inform
what a great weekend that was !,inform
my feelings exactly .,inform
i really enjoy the beach in the summer .,inform
i couldn't agree with you more .,inform
we should come here more often .,inform
you are absolutely right .,inform
i'd like to come back next weekend .,inform
that's exactly the way i feel .,inform
aren ’ t you going to swim ?,question
are you kidding ? don't you know i can't swim ?,question
"you are not telling me that we drove 50 miles to come here for just sunbath , are you ?",question
"hey , don't shout . come here ! sit closer . now , jim , we ’ ve had a lovely day . don't spoil it now .",greeting
what about your beautiful bathing suit ? we shopped all day . don't you want to show it off ?,question
"everybody who walks past me sees it . besides , it's a good sunbathing suit .",inform
all right . suit yourself . i am going swimming .,commissive
jim !,directive
yes ?,question
can you get me a beach umbrella and a deck chair ? i am really tired of lying in thousand .,directive
i've got a better idea . why don ’ t we hire a boat and go for a ride ? what do you think ?,directive
are you serious ? that will be wonderful !,commissive
how dare you accuse me of stealing your computer ?,question
"i'm sorry , but you were the only one who had access to it .",inform
the flood will come on the heels of the heavy rain .,inform
i wonder if the municipal government will take some preventive measures .,inform
i ’ m sure they will .,inform
"adam , could you show me around the school ?",directive
no problem .,commissive
what's the tallest building ?,question
you mean the white building near the playground ?,question
yes .,inform
"that is the library . and it has more than 1,000 , 000 books .",inform
what's the building to the south of the library ?,question
"you know , our school is divided into two parts , the junior high school and the senior high school . that is the new classroom building for our senior high school .",inform
is there a swimming pool in your school ?,question
"yes . there is a large swimming pool , but it is only available in summer .",inform
i do envy you . and i hope i can enter your school one day .,inform
i believe that you can make your dream come true .,inform
"television is undoubtedly a great invention , but one of the main criticisms of it is that people just aren't selective enough . lesley , got a television . how do you pick out the sorts ofprogrammes you want to watch ?",question
"i try and look at the programmes that are on to decide which particular ones interest me , rather than you turning it on a seven o'clock and you leaving it on until half-past eleven when the programmes finish .",inform
do you think of television though as a great time-waster ?,question
"un ... i think it can be a time-waster and it depends on how particular people are about what they want to see ... mm , it can just be a sort total amusement for someone and totally consuming without reallyconsidering what it is they're watching .",inform
"aha , but how do you prevent it coming into your life and taking oversour evenings and at the same time perhaps get . . . get out of thetelevision some of the sort of best things ... best programmes that ... that undoubtedly are on television ?",question
"well , i suppose one of the problems is ... will depend on what a person's life style is , and that if he has other outside interests which are equally important to him as television , he will then , you know , hmm . be more careful about which programme she wants to watch because he has time which he wants to use for other things .",inform
"do you think though that ... that in . . . in a sense television skilled people's own er ... sort of , creativity or their ability entertain themselves because if they're bored all they do is justturn on the television ?",question
"yes , i think that is a danger , and i think that . . in fact is what mishappening to a lot of people who use it as their ... their main ... um field of amusement and ... because they don't have other outside interests and even when people come round they'll leave the television and not be , you know , particularly interested in talking to them , you know the television will be the main thing in the room .",inform
don't be shy . have some more chicken .,directive
thanks .,gratitude
i feel pity for the old man .,inform
i feel the same way .,inform
it must be dreadful to grow old .,inform
yeah . he has no one to count on .,confirmation
i'm going to see the doctor this weekend .,inform
what's your trouble ?,question
i think i need a thorough check-up .,inform
i got it .,inform
"professor , i am going to need to leave class early today .",inform
what is the problem ?,question
i need to go to the airport to pick up a relative .,inform
are you planning on having someone take notes for you ?,question
"yes , i've got that part covered .",inform
"when , exactly do you need to leave ?",question
i don't need to leave until the very end of class .,inform
"fine , but next time try and not have to miss class again .",directive
"thanks , professor . see you later !",gratitude
see you later ! drive carefully .,farewell
i'm going to try sky diving this weekend .,inform
i wouldn't do it if i were you .,inform
it's sounds like fun .,inform
"it's very dangerous , you know .",inform
i want to try something exciting .,inform
"it's an easy way to get hurt , let me tell you .",inform
i'll tell you all about it next monday .,inform
"well , take care of yourself , and don't say i didn't warn you .",inform
does he know that he has already at his wits ' end ?,question
i think he has realized that . but he is still whistling in the dark by putting up an act .,inform
he might be driven up a wall . you should not handle your relation with him with kid gloves .,inform
"but when i noticed that he was left in the cold , i could not help wanting to help him to get out of the situation .",inform
"i visited the famous variety show host , dennis .",inform
what's he like ?,question
"oh , he's a very serious person .",inform
you must feel very uneasy at his home .,inform
hi ! my name is mike .,greeting
hi ! i'm nancy . nice to meet you .,greeting
"nice to meet you , too .",inform
where are you from ?,question
i'm from shanghai . and you ?,question
i'm from chicago .,inform
why do you go fishing so often ?,question
it's fun .,inform
"hi , cindy . i thought i ’ d missed you .",greeting
"oh , i am very sorry , hans . thank you for waiting for me . you must have been here a long time already .",gratitude
it ’ s all right .,inform
"i was caught in the heavy rain , or i would have come earlier . i am sorry i kept you waiting .",inform
"i was in a comfortable place , so really , it ’ s no problem . i am happy to see you . did the rain hold you up long ?",question
"yes . when i came out of the subway , it was raining cats and dogs . and i forgot my umbrella . so i had to wait for the rain to let up .",inform
i totally understand .,inform
"good morning , jim !",inform
"good morning , emma ! a lovely day , isn't it ?",question
"yes , it is . the sun is shining . there is no wind , only a pleasant breeze .",inform
it is the best season for a picnic right now . have you decided the place for your picnic ?,question
we have decided to go to the park this sunday . would you like to go with us if you have not decided yet ?,directive
what did the whetherman say ?,question
he ’ s predicting clear skies .,inform
"well , i will think it over .",commissive
"come in , come in , what can i do for you ?",question
"professor donald , are you giving your advanced geology course again next semester ?",question
"yes , i am applying on it .",inform
"i wonder if i could enroll in it . i know it is a graduate course and i ' m a junior , but ...",directive
aren't you a bit young ? i have a lot of qualified seniors to take the course and they usually have a hard time keeping up .,commissive
"i know , but the geology of the american west is my major interest and i have done a large reading in the field .",directive
"well , if you think you are ready , i'll let you enroll .",commissive
"oh , thanks , professor donald . this is really very nice of you .",gratitude
"management is going through a big turnover these days . with bill's retirement , and department realignment , we have lost about 1/3 of our managerial staff . they've been dropping like flies ...",inform
"isn't that a good thing ? having fewer bosses means having less stress , don't you think ?",question
"actually , i don't think so . supervisors are really important to make sure everything goes smoothly in the workplace . they are necessary for divvying up work and disciplining employees . if there is no one to keep an eye on us , no one would get any work done . you know what they say , when the cat's away , the mice play .",inform
"you're right , we do need leadership . but what we don't need is too many people to lead us . you know what they say about too many chiefs and not enough indians ...",inform
alright ... i get your point .,inform
"how do you like your job here , linda ?",question
"it's interesting , i like being an editor .",inform
why ?,question
"i like talking to writers , i get to meet a lot of interesting people .",inform
"i'm happy to hear that , but publishing is more than just talking to writers . it involves a lot of work , patience and responsibility . most of the work is boring .",inform
i don't feel bored at all . i'm getting along with my colleagues . i will enjoy working with them . people are great in this industry .,inform
do you have any complaints ?,question
"no , i have no complaints . i hear there are many opportunities to move up in this company . is that true ?",question
"yes , you have many opportunities to grow in this company as long as you do well .",inform
that's perfect . i will definitely do well .,inform
i don't think we've met .,inform
"no , i don't think we have .",inform
my name is dick brown .,inform
how do you do ? mr . brown . i am susan heywood .,inform
mr . smith often talked about you .,inform
really ? i am glad to meet you .,question
i'm honored to know you .,inform
"why don ’ t you sit down and relax , darling ?",directive
i don ’ t want to .,commissive
"well , come and talk to me then .",directive
certainly not .,commissive
may i turn on the radio then ?,directive
turn on the radio ? what for ?,question
so that we can sit down together and listen to some music .,directive
listen to some music ? and who ’ ll cook dinner ? will you ?,commissive
"ok , i will . but let ’ s go to a disco after dinner .",directive
"to a disco ? oh , no . you know i hate pop .",commissive
"david , why don't you clean your room ?",question
i am not in the mood .,inform
why are you feeling depress ?,question
i was told my girlfriend was speaking ill of me . it's a real letdown .,inform
i don't think she would do such a thing .,inform
but she did and it made me disappointed .,inform
"oh , cheer up ! a girlfriend is not everything .",inform
but she means a lot to me .,inform
then forgive her mistake .,directive
"oh , i just can't forget it .",commissive
my sister was taken to the hospital yesterday,inform
what happened ?,question
"she was hit by a car . luckily , she wasn't seriously hurt .",inform
"let's buy some flowers , and pay her a visit",directive
we'll have to hurry ; visiting hours will be over soon,directive
ok . let's go,commissive
what are the good sights to see in beijing ?,question
"well , i know you are interested in architecture , so you should't miss the temple of heaven , and the great wall is a must too .",inform
"hello , let me introduce myself . i'm your new neighbor . my name is andy .",greeting
"hi , andy . i'm judy . it's nice meeting you .",greeting
"nice meeting you , too .",inform
come over and visit when you have time .,directive
thanks for the invitation . i will !,gratitude
what do you do when you are angry ?,question
i usually calm down first and think about the reason that caused my anger .,inform
that ’ s smart . what do you usually do to relieve your anger ?,question
something like listening to music is a good idea .,inform
"oh , what kind of music do you listen to ?",question
classic . something that could calm your mind .,inform
i think that might work for me as well .,inform
working out is another good way to relieve anger .,inform
like what ?,question
"jogging , yoga , or even just taking a walk .",inform
"i'm sorry , but i can't come to your party .",inform
what a shame !,inform
"taylor , you're sweating up a storm !",inform
"your boyfriend , bryan , wanted to toss the football . i think he wore me out .",inform
"yeah , you look a little shaky . and pale . you seriously need some time in the sun .",confirmation
you're like the tenth person to say that .,inform
"we're just worried about you , taylor .",inform
whatever . i wish people would just leave me alone !,inform
she is so stupid .,inform
who cares ? she is pretty .,inform
so what ?,question
you're just jealous .,inform
"mrs.smith , time has stood still with you !",inform
thank you.you ' re partial .,gratitude
i'm not flattering you.you ' re full of energy every day .,inform
it's nice to hear that anyway .,inform
what a police officer !,inform
i ’ ve never seem such a scene either except in films .,inform
"it ’ s really unimaginable . the police officer screamed at the driver and used bad language , but the driver took it on the chin .",inform
"in my wedding ceremony , where do my parents sit in the church ?",question
the bride's parents ' seating arrangement is on the left side of the aisle and the groom's parents is on the right side .,inform
do friends of the bride always sit on one side of the church and friends of the groom on the other ?,question
they usually do .,inform
"hi , mary ! you're here already . where's harry ?",greeting
he isn't a punctual person . we may have to wait for a little while .,inform
that should give us time for a cup of coffee . i'll go and get some .,directive
make it three cups . here comes harry .,commissive
why did the teacher criticise myra in front of the whole class ?,question
because myra was cheating on exams.and she spoke back rudely .,inform
"i don't think that myra should have spoken so rudely to the teacher . i know she was angry , but that's still no excuse for rudeness .",inform
is your city a historical place ?,question
"not rally . 200 years ago , it was just a small insignificant village .",inform
how did it grow into such a large place ?,question
large deposits of coal were found nearly and so many industries located themselves here . the village quickly grew into a key industrial centre .,inform
"as the city grew , it must have absorbed many village nearby .",inform
"yes , it did . the names of those village survive as the names of parts of the city .",inform
i see . are there any building more than 200 years old in your city ?,question
"oh , yes . several of the buildings from the villages still survive . many of them were inns for travelers and today survive as pubs . there was a castle near one village , so our city has a castle too .",inform
really ? so your city does have some old history after all .,question
what is wrong with your face ?,question
my brother did it .,inform
why ?,question
i laughed up my sleeves at him . he ’ s seen his girlfriend off at the airport and had lipstick on his face and did not know it .,inform
how's jerry's new school ?,question
very nice . he gets along with his classmates very well .,inform
he's a team player .,inform
"yes , indeed .",inform
how many people are there in your family ?,question
"five.my father , mother , brother , sister-in-law and me .",inform
is your brother older or younger than you ?,question
"he is five years older than me , he got married last sunday.my brother and my sister-in-law are the same age .",inform
what's the problem ? you don't look happy .,question
i failed my oral test .,inform
how come ?,question
i'm not practicing enough .,inform
why don't you go to the english corner to talk to your classmates in english quite often ?,question
"when i talk to chinese , i always want to speak chinese .",inform
"you should always keep in mind , the more you practice , the better english you can speak .",inform
it ’ s dangerous . i don ’ t dare to go .,inform
come on . it ’ s quite safe . you really have no guts .,inform
did you get the car you wanted ?,question
no . someone had stolen a march on me and bought it .,inform
what about the car over there ?,question
"it is marvelous , and the price is marvelous , as well .",inform
how may i help you ?,question
i want to return this video .,directive
is that all you need ?,question
i also need to check this magazine out .,directive
you ’ re not allowed to do that .,commissive
i don ’ t understand .,inform
it ’ s our policy .,inform
what can i check out ?,question
only books or videos .,inform
i need this magazine .,directive
you will have to read it here .,commissive
that ’ s weird .,inform
have you heard the news ?,question
no . what happened ?,question
"such bad luck , 200 yuan was stolen by a thief on the bus today .",inform
"don't be angry , you lose money just to avoid misfortune .",directive
"well , you can just comfort yourself like that .",commissive
"ok , so who are we going to invite to our dinner party ?",question
"well , we have the thompsons , the greens , and the anderson , about twelve people total .",inform
"don't forget my friend andy from the office . he has nothing to do on friday , so i invited him over .",inform
but that makes thirteen people ! we can't have thirteen people for dinner on friday !,inform
why can't we ?,question
"it's an old superstition . if we have thirteen people at the table , then it means bad luck . can andy bring a date ?",question
"i'm not sure . he just broke up with his girlfriend recently , and i don't think he's in the mood to start again so soon .",inform
but we can't have thirteen for dinner !,inform
i think you're making a mountain out of a molehill . it's only a superstition . it really doesn't mean anything .,inform
absolutely not ! i refuse to have thirteen people for dinner on friday !,inform
"ok , ok . i'll ask my sister to come . that way we'll have fourteen for dinner .",inform
that's better .,inform
"hello , 8520388 2 .",greeting
"hi , this is maria . is that shirley ?",greeting
"hi , maria , this is shirley .",greeting
"shirley , do you know today's homework from our economic law class ? i have written it on a piece of paper but i can't find it now .",question
hold on for a moment please . i'm fetching my textbook .,directive
ok .,commissive
"oh , the homework is to explain what economic law is both in broad sense and in narrow sense .",inform
explain the economic law ? an essay question again ?,directive
yes . you can use your textbook for your reference .,commissive
are there any clear answers in the book to this question ?,question
"i don't think so , maria , but i think you can look for information on the internet .",directive
"ok , thank you , shirley . you are very helpful . i have another question . when does the economic law of china come into effect ?",gratitude
"oh , there isn't such a code called economic law . the economic law of china is a general concept for several laws .",inform
there isn't such a code ?,question
"yes , it's a general name for several laws related to economics , like commercial law , and law of central bank .",inform
"got it . thank you , shirley .",gratitude
i just dropped in to say goodbye .,directive
what time are you leaving ?,question
i ’ ll leave at ten o ’ clock .,inform
"take care , and give my best to your parents .",farewell
"thank you , i will . hope to see you again next year .",gratitude
the performance is amazing . i'm curious about how they did it . i mean the way they sing .,inform
they must have practiced a lot . the perseverance has made them they are today .,inform
so cool . someone gave me this flier at the exit . what's it about ?,question
"let me have a look . well , it lists some shows that will be on next week .",inform
"oh , tell me about it . anything interesting ?",question
"hmm ... oh , this one , ' the drunken beauty ' . this is a real classic .",inform
"' the drunken beauty ' ? it's funny that we have ' sleeping beauty ' in my country . anyway , what's it about ? is the beauty a drunkard ?",question
of course not . she was said to be the most beautiful woman in her time and that made her become the queen . they play was famous for its singing and dancing .,inform
"sure , people do that when they are drunk . what about the actress ?",question
she is an opera star in china . her teacher's teacher is mei landfang .,inform
"oh , i've heard about him before . he even created a special dance of sleeve shaking .",inform
you are such an expert on it . i don't know that .,inform
"you know , interest is the best teacher .",inform
"so , want me to book the tickets again ?",directive
please do that . i can't wait to come back again . the performance must be really amazing .,commissive
we can do that if you like . maybe next weekend .,directive
that will be great .,commissive
that was heaven !,inform
the sea water treatments are supposed to be really good for you .,inform
really ?,question
but the water has to be kept at 34 degrees so that the minerals can be absorbed by your body .,inform
"well , whatever it does , i feel transformed !",inform
you got a letter in the mail .,inform
give it to me .,directive
what is it ?,commissive
it ’ s from nyu .,inform
what does it say ?,question
i didn ’ t get accepted .,inform
you can ’ t be serious !,inform
i ’ m serious .,inform
are you all right ?,question
nyu was my first choice .,inform
i ’ m sorry that you didn ’ t get in .,inform
i ’ ll just have to wait for ucla .,inform
"what are you going to do for one year abroad , tom ?",directive
"study , study , study . i want to learn a lot .",inform
you are going to take courses ?,question
yes . i am going to take some university courses there .,inform
sounds hard .,inform
"yes , but i think it's probably for the best .",inform
won't you get lonely ?,question
"hey , i am a pretty cool guy . i will make friends , and i'll have a lot of extracurricular activities too . you know , like fencing , or theater or something .",greeting
i went shopping without my umbrella yesterday morning .,inform
yesterday morning was beautiful i thought the sunning was going to continue .,inform
so did i . that's why i didn't take my umbrella . i got cold in the rain in the afternoon.it was raining cats and dogs .,inform
i know . i could not believe it when i got hit by that storm.it was pouring with rain all afternoon .,inform
we really have some miserable weather sometime . i wish i would live somewhere which were sunning all year round .,inform
if it was sunning all year round there would be drought.you probably would not like it either .,inform
i guess you are right . maybe i just wish the weather could be a little more predictable .,inform
the weather forecasters are not good at predicting the weather would be like.our weather is so changeable .,inform
those guys work at the same company and go to the same bars . they do everything together .,inform
birds of a feather flock together .,inform
what ’ s your new job like ?,question
"oh , it ’ s fine . i ’ ve got a very nice secretary and a large pleasant office .",inform
um .,inform
and a company car .,inform
very nice .,inform
"yes , it is . but i ’ ve got a lot of work too .",inform
"well , that ’ s life , isn ’ t it ?",question
"what a surprise meeting you here , landy .",inform
i ’ m here as a tourist .,inform
"it ’ s a small world , isn ’ t it ?",question
"yes , it ’ s a small world . we never know where we ’ ll meet someone we know .",inform
"so you're traveling around the world , aren't you .",question
that's right,inform
when did you arrive here ?,question
last night,inform
did you have a good journey ?,question
"yes , i enjoyed it very much .",inform
where have you been on this trip ?,question
"let me see . ah , yes , i've been to england , france , germany , italy and now i've been in spain",inform
really ? how long will your holiday last ?,question
two weeks,inform
all these countries in two weeks ?,question
that's right,inform
please do excuse me for a moment . i've got diarrhea .,directive
it's easy to get loose bowels in summer .,commissive
it may have something to do with the food i had last night,inform
you ’ ve got to be careful on the food you eat .,directive
i will . thank you .,gratitude
"hi mary , how's it going ?",greeting
"well , last night i had a big argument with ann .",inform
terrible . it must be something serious . you two are such close friends .,inform
"now that i look back at it , it wasn't that big a deal . i shouldn't have lost my temper .",inform
really ? what happened ?,question
"it's just we've been planning to go the beach for a while , and we decided we could both make it this weekend . then out of nowhere she called me up , said her boyfriend had made plans and that she need to cancel the trip . i was so angry when she told me that i said she didn't care about our friendship at all .",inform
that's pretty harsh .,inform
"i know , but i was so upset . i mean , come on ! does she have to do everything her boyfriend says ?",question
you know she probably feels just as bad .,inform
"well , i think i was being a little selfish myself . i know they don't get to see each other very often .",inform
