text,intent
"on my shopping list, remove bread and add milk",directive
i need for you to get bananas added to my shopping list; i'm out,directive
would you add bananas to my shopping list as i am out,directive
add groceries to my shopping list as i am out,directive
please get milk removed from my shopping list and add bread,directive
would you remove bread from my shopping list and add bread,directive
i want to remove milk from my shopping list and add bread,directive
i am out of trash bags and need them to be added to my shopping list,directive
"please add milk on my shopping list, if it is not already on it",directive
do i have milk on my shopping list please add it if it is not,directive
i want you to add milk on my shopping list unless it is already on it,directive
i would like you to add milk if it is not on my shopping list already,directive
"is the milk on the shopping list if not, please add",directive
do me a favor and put sharpies on my list for shopping,directive
please put silverware on my list for shopping,directive
may i suggest we put paper towels on my list for shopping,directive
maybe we can put blank cds on my list for shopping,directive
can we put sunscreen on my list for shopping,directive
make sure to put extra paint on the list,directive
x on the shopping list please,directive
can you put carrots on my shopping list,directive
i would like to put carrots on my list for shopping,directive
remove corn from my shopping list,directive
put on my shopping list i need carots,directive
remove chips from my shopping list,directive
take frozen food off my shopping list,directive
i need soda added to my list and carrots removed,directive
i need oranges on my shopping list,directive
take carrots off my list for shopping,directive
my shopping list should have carrots on it,directive
remove carrots from my shopping list and add soda,directive
can you put oranges on my shopping list,directive
put carrots on my shopping list,directive
put soda on the shopping list and add carrots,directive
can you take frozen food of my shopping list,directive
can you take carrots off my shopping list and add soda,directive
please make sure oranges are on my shopping list,directive
add soda on my shopping list and remove carrots,directive
get rid of butter on my shopping list,directive
delete ice cream from my shopping list,directive
take fresh carrots off my shopping list,directive
i want you to remove shampoo from my shopping list,directive
"update my shopping list, delete canned olives",directive
can you put detergent on my shopping list cause i'm all out,directive
put milk on my shopping list cause i'm out of it,directive
put spaghetti on my shopping list cause i'm out of it please,directive
put rice and pudding on my shopping list cause i need them,directive
can you please put toilet paper on the shopping list i'm out of it,directive
i need to add cherrios to the grocery list,directive
i'm low on cherrios can you add that to the shopping list,directive
i ran out of cherrios so add that to the list,directive
add cherrios to the shopping list,directive
can you add cherrios to my shopping list,directive
"for the shopping list, add ham as well",directive
"are eggs on my list, if not add them",directive
i need you to add creamer to my shopping list,directive
please put milk on my list i just used the last of it,directive
"i no longer need milk, so forget that",directive
what things can you help me with exactly,question
what are the things you can help me with,question
what exactly can you help me with,question
what can you help me with exactly,question
what can you help me with,question
what kinds of questions can you answer,question
tell me the subject areas you are familiar with,question
what sorts of subjects are you well versed in,question
what are the subject areas you are knowledgable in,question
what kinds of things are you knowledgable about,question
tell me the types of things i can ask you about,question
what sorts of things can i ask you about,question
tell me what you are capable of answering,question
what sorts of queries should i give you,question
what sorts of subjects do you know about,question
what type of questions may i ask you,question
which types of questions may i ask you,question
what kind of questions may i ask you,question
which types of questions can i ask you,question
what kind of questions can i ask you,question
what topics can i ask you about,question
what information can i ask you,question
what subjects do you know something about,question
what kinds of questions can i ask you,question
what types of things do you know,question
what kind of questions do you accept,question
what questions are permissible,question
what can i ask you,question
what are my list of commands,question
what are the kinds of things you can help me with,question
what kind of questions are you good at answering,question
can i ask you about anything,question
can you help me with anything i need,question
what all can you do,question
what things do you know about,question
what are you able to help me with,question
what types of things are you able to do,question
what can you answer for me,question
is there anything i can't ask you,question
what questions do you respond to,question
what should i ask you about,question
what are you able to answer,question
what's the sort of thing i should ask,question
what kind of things can you answer,question
what things can you do,question
what can you do,question
what types of questions do you have a response for,question
what kinds of questions can you respond to,question
what do you have answers for,question
what questions am i allowed to ask,question
what kinds of things can you do,question
ai can you tell me what things i may ask,question
"what can i ask you, ai",question
what am i able to ask the ai,question
"ai, tell me what things i should ask of you",question
what sorts of things am i able to ask of you ai,question
how can i get you to help me,question
what types of things can i ask you,question
what sort of things can you help me with,question
what are you able to do,question
what can i use you to help me with,question
how can i use you,question
what subjects do you know,question
what subjects are you familiar with,question
what subjects do you know about,question
what types of subjects do you know,question
what are you familiar with,question
what do you know,question
what subjects are you versed in,question
can you tell me the subjects you know best,question
tell me the subjects you're aware of,question
let me know what subjects you comprehend well,question
what are the sorts of things i can ask you about,question
what questions are you programmed to answer,question
what kinds of things can i ask you,question
what kinds of questions can i ask of you,question
are there certain types of questions i can ask you,question
what kinds of things would you be able to help me with,question
i need to know what kind of things you can help with,question
i want to know what sort of things you can assist me with,question
what sort of things are you able to help with,question
let me know what you can assist me with,question
how can i benefit from using you,question
how can you assist me,question
i wanna know the types of subjects are you familiar with,question
i wish to know the types of subjects are you familiar with,question
please inform me of the types of subjects are you familiar with,question
what can you be asked about,question
tell me the types of subjects are you familiar with,question
i would like to know the types of subjects are you familiar with,question
what can i ask you all about,question
are you familiar with any types of subjects,question
what skills do you have,question
what are your capabilities,question
what topics are you versed in,question
what sort of stuff do you know,question
what subjects do you know well,question
what can i ask you to accomplish,question
what tasks can you complete for me,question
what type of questions are you partial to that i can ask you,question
i don't know the answer,commissive
i'm unsure,commissive
shit if i know,commissive
no idea,commissive
hell if i know,commissive
either or should work,commissive
i dont know,commissive
both would work,commissive
it could be one or the other,commissive
i dont have an answer for that,commissive
not a clue,commissive
who knows,commissive
it could be either,commissive
"sorry, i do not know",commissive
i'm unsure of the proper answer,commissive
i do not know that,commissive
"maybe one, maybe the other",commissive
"maybe, maybe not",commissive
it might be either one,commissive
perhaps either of them,commissive
i don't know how to answer to that,commissive
maybe either,commissive
i dunno,commissive
"maybe yes, maybe no",commissive
"might be true, might be false",commissive
possibly,commissive
it depends,commissive
i'm not sure what the answer is,commissive
i will know later,commissive
maybe,commissive
"one or the other, or both",commissive
no clue,commissive
i am not to sure about that,commissive
either one would work,commissive
i really don't know,commissive
i am not confident on that,commissive
that i don't know,commissive
both maybe,commissive
i think it could be both,commissive
i don't know for sure,commissive
cant say,commissive
im not certain,commissive
im not sure,commissive
really dont know,commissive
i'm unsure of the answer,commissive
it could be possible,commissive
i can't answer yes or no right now,commissive
i can't answer that,commissive
i don't know the answer to that,commissive
i'm not sure,commissive
i can't decide,commissive
i can't tell,commissive
i'll have to think about it,commissive
not sure if that's a yes or a no,commissive
not quite sure how to respond,commissive
i'm torn on how to answer,commissive
"not sure, maybe",commissive
that could maybe be it,commissive
i have no earthly idea at all,commissive
it may be either one,commissive
i don't have that information,commissive
i can't make up my mind,commissive
it's either of them,commissive
i don't have the answer,commissive
sorry no idea,commissive
it could be that one or the other one,commissive
i'm not sure which one because it could be either of them,commissive
i'm drawing a blank,commissive
i have no knowledge about it,commissive
"no idea, sorry",commissive
i'm not sure which it is,commissive
i'm really not sure,commissive
i'm uncertain,commissive
i'm unaware of that,commissive
i have no knowledge of that,commissive
i am thinking it is either,commissive
"hmmm, either could be a choice",commissive
i'm sure it could be either,commissive
"well, i guess maybe",commissive
maybe is my answer,commissive
i know it could be either one,commissive
maybe is what i am going to answer,commissive
"hmm, either",commissive
i'm pretty sure it could be either,commissive
i have no clue,commissive
it might be either,commissive
i don't know anything about that,commissive
it's possible that it could be either,commissive
i don't have a clue,commissive
"it could be either, i think",commissive
i think it could be either one,commissive
i don't really know,commissive
i'm not sure of that,commissive
that's a possibility,commissive
how is the weather today,commissive
i haven't a clue,commissive
i haven't the foggiest,commissive
that answer's above my pay scale,commissive
i really don't have a clue,commissive
i have no idea,commissive
how do i change a car's oil,inform
can you find instructions on how to change oil in a car,inform
what do i need to change my oil,inform
how do i change the oil in a car,inform
how do i change the oil in my passat,inform
please tell me how to change the oil in my car,inform
tell me how to change the oil in 2014 odyssey,inform
find instructions for how to change the oil in a 2015 passat,inform
give me instructions for changing the oil in a 2015 passat,inform
do i need to go under the car to change oil,inform
what way can i change oil at home,inform
how do i switch out my oil,inform
what is the way to change motor oil,inform
i need step by step instructions on how to change the oil in my car,inform
what kind of oil do i need to change the oil in my car,inform
give me instructions on how to change the oil in my car,inform
can you tell me the steps to change the oil in my car,inform
is it easy to change the oil in my car,inform
how do i change the oil in my car,inform
can you tell me how to change the oil in my car,inform
do i need any tools to change the oil in my car,inform
what do i need to change the oil in my car,inform
please explain the steps to change oil,inform
i want to change the oil in my car,inform
do you know how to change car oil,inform
can you show me how to change the oil for my car,inform
search for how to change my oil,inform
i need to know how to change my oil,inform
find instructions on how to change my oil,inform
show me how to change my oil,inform
what oil should i use and how do i change it,inform
how do i change my oil with the correct type,inform
what oil do i need and how is it changed,inform
how do i change my oil and choose the right oil,inform
how do i choose the correct oil and how do i change it,inform
teach me how to change my oil,inform
i want a lesson on changing my oil,inform
give me instructions on how to change my oil,inform
i would like to know how to perform an oil change,inform
i intend to learn how to change oil,inform
i intend to learn how to change oil in my car,inform
i want manual on how to change oil,inform
give me manual on how to change oil,inform
i want to learn the process of changing oil,inform
i want to learn to change oil,inform
what is the way i can change my oil,inform
i want to practive changing oil,inform
get me instruction to change oil,inform
give me instruction mannual on how to change oil,inform
what kind of oil does my car take and how do i do a change,inform
"can you assist with an oil change, and what type of oil do i get",inform
"i want to change my oil if you can tell me what to do, and what kind do i get",inform
i should use what kind of oil and can you help me change it,inform
how do i do an oil change and what type do i use,inform
how do i change the oil for my car,inform
what do i do to change my car's oil,inform
can you give me instructions on how to change the oil for my car,inform
can you tell me how to change my car's oil,inform
what steps do i take to change the oil for my car,inform
i need to know how to change my car's oil,inform
tell me the procedure for changing oil in a car,inform
what actions do i take to change a car's oil,inform
how do i go about changing the oil in my car,inform
what are the steps to change the oil in my car,inform
what kind of oil do i need to use for my car,inform
how can i change my car oil,inform
how do i change my oil and what kind do i need,inform
how can my oil be changed in my car,inform
what kind of oil should i use for my current car,inform
how do i change my car oil,inform
how can i change my oil for my car,inform
how will i change my car's oil,inform
what kind of oil do i need to get and use for my car,inform
what is needed to change my oil,inform
how can i change my oil in my car,inform
"i need to change my oil, how do i",inform
"tell me how to change my car's oil, and what type of oil i should buy",inform
"what kinds of oil can i use in my car, and how to i change the oil",inform
i need instructions on how to change my car's oil and what type i should buy,inform
i need to change my oil and have no idea how to do it,inform
"can you tell me how to change my car's oil, and what type i need to buy",inform
i don't know how to change my oil or what type i need,inform
i'm due for an oil change and need assistance doing it and also need to know what kind of oil the car takes,inform
i can't change my oil and don't know what kind i need,inform
help me change my oil and what kind do i need,inform
how do i change my oil out and what kind should i use,inform
can you show me how to change the oil in my car,inform
i want to learn how to change the oil in my car,inform
what are the steps i need to do to change the oil in my car,inform
teach me how to change the oil in my vehicle,inform
give me instructions to change my oil,inform
steps to change car oil,inform
how should i prepare to change my own oil,inform
how do you change car oil,inform
how easy is it to change your own oil,inform
please show me instructions on how to change my oil,inform
what do i need in order to change my oil,inform
what are the procedures for changing my oil,inform
tell me what to do to change the oil in a subaru,inform
walk me through changing the oil on a tesla,inform
"you need to call the melt in lakewood for a table for at 2:00, monday, the first week in march",directive
"hey computer, make a reservation for 2 for my parents at red lobster on wednseday next, 2:00pm if possible",directive
"i think we should reserve dad's regular table friday for 6 people, use his name, make that close to 4:00 pm at the club",directive
"listen i need to get a reservation for , me and teresa at georgetown cafe on tuesday at 7:00 pm",directive
can you make me a reservation for 4 pm on the 22nd at ruth's,directive
i need a reservation at 8 on the 22nd of november at ruth's,directive
can i make a reservation for 6 pm on the 21st at sidetracks,directive
please reserve me a table at hell's kitchen on may 3rd at 8 pm,directive
please reserve me a table for 2 pm at maxwell's on the 14th,directive
can you make a reservation for me at the restaurant,directive
can you make a reservation at the restaurant for tomorrow,directive
can you book a table at the restaurant for me and my husband,directive
can you make a reservation at the restaurant for tonight,directive
can you get me a table for 6 at mark's at 11am,directive
can you get me a table for 1 at the vega at 1pm,directive
can you get a table for 5 at joe's at 5pm,directive
can you get me a table for 3 at captain d's at 2pm,directive
can you get me a table for 2 at mexico viejo at 3pm,directive
can you get me a table for 2 at diablo,directive
can you get me a table for 5 at johnnys,directive
can you get me a table for 8 at johnnys,directive
can you get me a table for 6 at johnnys,directive
can you get me a table for 4 at steve's,directive
reserve a table for 3 at outback steakhouse under the name lance at 7:00pm,directive
reserve a table for 4 at red lobster under the name dave at 7:30pm,directive
reserve a table for 6 at morton's under the name jaime at 8:30pm,directive
can you get me a table for 3 at olive garden at 7pm,directive
book a reservation for 6 at shakey's under the name jason,directive
reserve a table for 5 at lawry's under the name steve at 8:00pm,directive
book a reservation for 5 at lawry's under the name chris,directive
reserve a table for 2 at olive garden under the name jim at 6:00pm,directive
book a reservation for 4 at outback steakhouse under the name dave,directive
can you get me a table for 5 at outback steakhouse at 6:30pm,directive
book a reservation for 3 at red lobster under the name steve,directive
book a reservation for 2 at olive garden under the name jim,directive
can you get me a table for 8 at mastro's at 8:30pm,directive
can you get me a table for 4 at red lobster at 8pm,directive
can you get me a table for 6 at lawry's at 7:30pm,directive
is it possible to get a table for 4 at the village inn around 10am,directive
can you get me a table for 5 at mcdonalds at 5pm,directive
give me a table for 3 at o'reilly's bar for 7 please,directive
can i have a table held at the outback steakhouse for johnson at 5,directive
is it possible to book a room at the taco bell for reavers at 3,directive
i'd like to set up a reservation for kibble at 4,directive
can i reserve a table for 2 at the olive garden at 8,directive
i want to reserve a table at 8 at long john silver's under the name freddie,directive
i want to have a table for 2 at the broadmore around 6,directive
i need an 8 o'clock reservation at pizza hut for the last name mercury,directive
"hey, i need to make a reservation for three at umi, six pm on february 30th",directive
"hello, i'd like a reservation for two at the olive garden at six tonight",directive
can you set me up for a reservation for five at outback steakhouse on february 28th at seven pm,directive
"i need a reservation for one at applebee's, four in the afternoon on march 3rd",directive
"please make a reservation for me: party of two, february 22nd at chili's, two in the afternoon",directive
i gotta make a reservation for 8 pm at red robin for 3,directive
can i make a reservation for 8 pm at red robin for 3,directive
please book a reservation for 8 pm at red robin under the name kevin,directive
i want you to book a reservation for 8 pm at red robin under the name kevin,directive
you have to reserve a table for 4 at red robin under the name kevin at 7,directive
please reserve a table for 4 at red robin under the name kevin at 7,directive
i need you to reserve a table for 4 at red robin under the name kevin at 7,directive
reserve a table for 4 at red robin under the name kevin at 7,directive
i want to make a reservation for 8 pm at red robin for 3,directive
you must reserve a table for 4 at red robin under the name kevin at 7,directive
i think i need to make a reservation for 8 pm at red robin for 3,directive
i need you to book a reservation for 8 pm at red robin under the name kevin,directive
go ahead and book a reservation for 8 pm at red robin under the name kevin,directive
i need to make a reservation for 8 pm at red robin for 3,directive
book a reservation for 8 pm at red robin under the name kevin,directive
would you please make a reservation for 2 at olive garden for 5 pm today,directive
i'd like a reservation for 2 at olive garden for 5 pm today,directive
could you make reservations for 2 at olive garden for 5 pm today,directive
make a reservation at 5 pm today for 2 at olive garden,directive
please make a reservation for 2 at olive garden for 5 pm today,directive
i need you to reserve a table for 6:00 pm for three at devon's seafood,directive
make a reservation for three at prime rib at 6:30 pm,directive
i would like a reservation for 6:30 pm at pietro's under the name david jones,directive
please reserve a table for two at rouge for 7:00 pm,directive
can you get me a table for two for 8:00 pm at parc,directive
i would like you to secure a 4:30 pm reservation for five people at morton's steakhouse,directive
"call and make a 5:45 pm reservation for jason rogers, table for four",directive
i need you to reserve at table for a party of four at devon's for 6:00 pm,directive
reserve a table for two for 7:30 pm at dibruno's under patrick donoghue,directive
please make a reservation at ruth's steaks for a party of five at 7:00 pm under jack arnold,directive
"can i make a reservation for 2 at state bird for 7:30, please",directive
"can i make a reservation for 2 at state bird for 8:30, please",directive
"can i make a reservation for 2 at state bird for 6:30, please",directive
"can i make a reservation for 3 at state bird for 8:30, please",directive
can i make a reservation for 2 at state bird for 8:30,directive
please make a reservation for us at joy bar for 4 adults,directive
please make me a reservation for monty's at noon for 55555,directive
"now, i need a reservation for backwoods crossing at seven for 6 people",directive
make me a reservation for tomorrow at happys for four,directive
make me a reservation for 5 at coral for 10 pm immediately,directive
can you reserve a table for 2 at red lobster at 8pm,directive
schedule me a table for 2 at red lobster at 8,directive
check reservation availability for 2 at red lobster at 8pm,directive
make a reservation for 2 at red lobster at 8pm,directive
reserve a table for 2 at red lobster at 8:00,directive
reserve a table for four for tonight at 7 at the fatted calf,directive
make a reservation for tuesday at 7:00 pm at cielo for 2,directive
savings account balance at chase bank please,inform
check chase bank for my checking balance,inform
what is my checking account balance at chase,inform
i want my checking balance at chase,inform
what's my savings balance at chase,inform
do i have enough money in my chime bank account to take ashley to the movies tuesday,inform
check my visa account and see if i have enough money for dinner tonight,inform
is tehre enough in my bluebird account for groceries this week,inform
do i have enough in my sears account to buy a new dishwasher,inform
is there enough money in my discover account for a new pair of jeans,inform
what is the total of my bank accounts,inform
what is in my bank accounts,inform
what is the balance on my bank accounts,inform
what is remaining in my bank acccounts,inform
how much money is left in my bank accounts,inform
what amount of money is in my bank accounts,inform
what is the balance of my bank accounts,inform
what what kind money is available in my bank accounts,inform
what is the value of my bank accounts,inform
how much funds do i have in my bank accounts,inform
what's my checking account balance,inform
how much do i have in my checking,inform
what's the balance of my savings,inform
how much is in savings,inform
how much money is in my checking account,inform
what's the amount of money accumulated in my bank accounts,inform
what's my current bank savings,inform
how much total cash do i have in the bank,inform
what's my current checking balance,inform
can you tell me my current bank accounts balance,inform
what's the balance of my bank accounts,inform
what is my current balance on my home equity line of credit,inform
please find my balance on my chase mastercard,inform
can you tell me my checking account balance,inform
perform a search for my most recent balance on my amex account,inform
how much is the current balance in my td bank savings account,inform
what is my balance in checking account,inform
how much is available in my savings account,inform
tell me what i have in my money market account,inform
how much money do i have in my account,inform
how much is left of mastercard,inform
what is the available balance in savings,inform
what is the balance on my visa,inform
do i have enough money in my chase account for a new refrigerator,inform
do i have enough money in my charles schwab account to get a new baseball bat,inform
i'd like to know my bank balance please,inform
what's the balance on my bank account,inform
will the money in my capital one account cover a new washing machine,inform
could you check my bank balance for me,inform
will the amount in my chase bank account right now cover the cost of a new dryer,inform
i want to get a new shirt; will the money in my td ameritrade account cover it,inform
how much do i have in the bank,inform
what's my bank balance,inform
what is my bank balance,inform
is there any money left,inform
do i have any cash left,inform
can you tell me how much cash i have,inform
do i have enough in my boa account for a new pair of skis,inform
do i have enough in my chase account for new nikes,inform
can the funds in my wells fargo account cover my lift tickets,inform
do i have enough to cover new skis in my bank of america account,inform
do i have enough in my chase account for a plane ticket,inform
do you know how much i have in checking,inform
what is my saving's account balance,inform
what's the balance in my checking,inform
how much do i have in savings,inform
could you tell me what my checking account balance is,inform
what's my total net worth in all of my bank accounts,inform
what's my account balance,inform
i want to view my balance,inform
check my bank balance,inform
how much money do i have in all of my accounts,inform
how much money do i have in all of my accounts combined,inform
what's my checking balance,inform
how much money do i have total,inform
what's the total of my bank accounts,inform
how much money do i have in checking,inform
i wish to know the balance of my bank of american account,inform
what is the balance of my bank of american account,inform
i need to know my bank balance,inform
i wanna know the balance of my bank of american account,inform
i'd like to know the balance of my bank of american account,inform
i wish to know the balance of my bank of american account now,inform
please tell me my bank balance,inform
i wanna know my bank balance,inform
please let me know what my current bank balance is,inform
what is status of my bank account,inform
what is my balance,inform
what is the balance of my bank account,inform
what is is the details of my bank account,inform
is there enough money in my discover account for a vacation,inform
is there enough money in my account for expenses,inform
do i have enough money in my first hawaiian bank account for a vacation,inform
is there enough money in my bank of hawaii for vacation,inform
is there enough money in my discover account for airplane tickets,inform
what is my savings account balance,inform
what is my savings balance,inform
what is my money market account balance,inform
what is my bank balance for all accounts,inform
tell me my payroll account balance,inform
verify that i have reservations at chilis for john doe,question
can you check my reservations for mortons under david winters,question
can you check for reservations at wongs chinese for john acer,question
check and confirm reservations at ruth chris for carol lee,question
verify that my reservations at won wons for joe lee are good,question
check on my reservation for umami at 6pm,question
"confirm a reservation for nicole brown at diangelo's at 6:45 pm, please",question
i need you to confirm that there is a reservation under the name david kramer for 7:00 pm at pietro's,question
"i would like to confirm my 7:30 pm reservation at morton's steakhouse, under michael james",question
can you please confirm that i have a 6:00 pm table reserved under michelle solomon at devon's,question
"please confirm my reservation at parc for 8:00 pm, with the name denise jack",question
please confirm my reservation for thursday at 10am,question
does it show me as having a reservation for tomorrow at 5,question
can you confirm my reservation for 6 at the outback,question
can you check that i have a reservation on february 28th for 3 in the afternoon,question
i want to make sure my reservation for 5 at mcdonalds is still set,question
i want to verify my reservation for the 18th at 1pm,question
"do i have a reservation for may 1st, 2019 at 4 pm",question
can you verify that i have a reservation at o'reilly's for 9,question
can you assure me i have a table at taco bell at 7pm,question
is my 10am village inn reservation valid,question
please confirm my reservation for morton's at 5 pm,question
do i have reservations at o'neal's at 3 pm,question
is my reservation confirmed for lu shi at 7 pm,question
confirm my reservation at dino's at 6 pm,question
please tell me if my reservation is scheduled for sally's at 3 pm,question
check to see if i have reservations at prado at 6 pm,question
tell me if i have reservations at the back abbey at 6 pm,question
do you know if my reservation for dono is confirmed at 8 pm,question
do i have reservations at creme at 7 pm,question
i need to know if i have reservations at arufflo at 5 pm,question
i really need you to confirm my reservation for kevin at red robin,question
can you confirm my reservation for kevin at red robin,question
i wanna confirm my reservation for 2/20 at 8 pm,question
i'd like to confirm my reservation for 2/20 at 8 pm,question
i would like for you to confirm my reservation for red robin at 5 pm,question
i must confirm my reservation for 2/20 at 8 pm,question
i really want to confirm that i have a reservation at red robin for josh,question
i need you to confirm my reservation for kevin at red robin,question
will you confirm my reservation for red robin at 10,question
i wanna try and confirm that i have a reservation at red robin for josh,question
i need to confirm that i have a reservation at red robin for josh,question
please confirm my reservation for red robin at 9,question
i wish to confirm that i have a reservation at red robin for josh,question
i need to confirm my reservation for 2/20 at 8 pm,question
go ahead and confirm my reservation for kevin at red robin,question
please confirm my reservation for 2/20 at 8 pm,question
confirm my reservation for red robin at 8,question
i need you to confirm my reservation for outback steakhouse at 6,question
please confirm my reservation for kevin at red robin,question
i'd like to confirm that i have a reservation at red robin for josh,question
will you make sure robert has a reservation at ruth's steakhouse,question
do i still have the reservation on march 21 at 8pm,question
can you check that there's a reservation for mark at sidetracks,question
will you check there is a reservation for laura at black pearl,question
i need to make sure there is a reservation for george at connor oneil's,question
can you confirm my reservation for 6 pm on the 13th of february,question
can you confirm i have a reservation at 5 pm on march 13th,question
can you confirm my reservation for 8 pm on the 7th of november,question
please confirm i have a reservation for 2 pm on february 21st,question
can you verify mike has a reservation at black rock at 6 pm,question
i want my reservation for march 1 at 8 pm confirmed,question
will you please confirm my reservation for march 11 at 6:30 pm,question
i would like you to confirm my reservation for next saturday at 11 am,question
i need you to confirm my reservation for tomorrow at 3 pm,question
check to confirm my reservation for february 22 at noon,question
i would like to try and confirm that i have a reservation at houlihan’s for mike,question
i would like to try and confirm that i have a reservation at the seven dwarves for peter,question
i would like to try and confirm that i have a reservation at hu hot for paulie,question
i would like to try and confirm that i have a reservation at macaroni grill for saul,question
i would like to try and confirm that i have a reservation at chili’s for melinda,question
i would like to try and confirm that i have a reservation at macaroni grill for silva,question
i would like to try and confirm that i have a reservation at kelly's for moreno,question
i would like to try and confirm that i have a reservation at la palapa for bolding,question
i would like to try and confirm that i have a reservation at gusteau's for krystine,question
i would like to try and confirm that i have a reservation at chili's for jamie,question
can you confirm my reservation for jim at lawry's,question
can you confirm my reservation for dave at outback steakhouse,question
can you confirm my reservation for lance at morton's,question
can you confirm my reservation for steve at olive garden,question
can you confirm my reservation for jaime at red lobster,question
i'd like for you to make sure my reservation is there for charlie's under jack,question
can you check and see i have a reservation under alex for bon apetite,question
can you verify my reservation under steve for friendly's,question
make sure my reservation is happening for john at olive garden,question
double check my reservation under adam for outback steakhouse,question
please confirm my reservation for april 1st at 9am,question
please confirm my reservation for march 8th at 12:00,question
can you confirm my reservation for donnobys at 5:00,question
can you confirm my reservation for minnis at 4:00,question
please confirm my reservation for may 9th at 4pm,question
please confirm my reservation for march 1st at 2pm,question
can you confirm my reservation for torris at 7:00,question
can you confirm my reservation for applebees at 2:00,question
can you confirm my reservation for chillis at 8:00,question
please confirm my reservation for feburary 21st at 6pm,question
confirm my taco house reservation for jean,question
can you you confirm my reservation for jean at taco house,question
does taco house have a reservation for jean,question
i would like to check my reservation for jean at taco house,question
can you block my chase account right away please,directive
i want my chase account blocked immediately,directive
i need you to block my chase account immediately,directive
can you put a block on my chase account right away,directive
please block my chase account right away,directive
what do i do to freeze my account,directive
place a hold on my bank account,directive
how can i stop transactions on my account,directive
freeze my account immediately,directive
block my monkey market right now,directive
put a stop on my deposit account,directive
stop any future processing on my savings account,directive
put a hault on my savings account,directive
"could you put a stop on my bank account, please",directive
can you put a stop on my bank account now,directive
"can you put a stop on my bank account, please",directive
could you freeze my account,directive
"could you freeze my account, please",directive
can you put a stop on my bank account,directive
"can you freeze my account, please",directive
could you freeze my account now,directive
can you freeze my account,directive
could you put a stop on my bank account,directive
do you mind putting a stop on my bank account,directive
i would like you to put a stop on my bank account,directive
please turn my account to frozen,directive
please make my account a frozen one,directive
please make sure my account is frozen,directive
is it too much trouble to put a stop on my bank account,directive
i would love it if you could put a stop on my bank account,directive
i would appreciate it if you put a stop on my bank account,directive
please set my account as frozen,directive
please freeze my account,directive
i need my account frozen,directive
i'd like my account frozen,directive
i would like my account frozen,directive
i want my account frozen,directive
i really want my account frozen,directive
no payments on my bank account,directive
turn off my bank account,directive
stop all payments to my bank account,directive
shut down my account,directive
close out my account,directive
turn off my account,directive
i need to hold off on my account,directive
plase hold my account for now,directive
terminate the account,directive
i am going to need a block put on my chase account right away,directive
would you please put a block on my chase account right away,directive
i would like a block put on my chase account asap,directive
can you please put a block on my chase account quickly,directive
i need a block put on my chase account right away,directive
i need to put a freeze on my banking account,directive
put a freeze on my bank account,directive
freeze my bank account,directive
can i freeze my bank account,directive
i want you to immediatly block any further activity on my bb&t bank account,directive
block my citibank account right away,directive
add a block to my capital one bank account so it cannot be used any more,directive
please immediatly block my presidential bank account right now,directive
put a block on my amalgamated bank account right now,directive
please put a stop on my back account,directive
please put a block on my td ameritrade account now,directive
i'd like a stop placed on my bank account,directive
place a block on my capital one account right now,directive
i'd like a block on my charles schwab account immediately,directive
"i need you to place a stop on my bank account, thank you",directive
place a stop on my bank account,directive
i need you to freeze my account,directive
i need you to block my mutualone account now,directive
"help me freeze my bank account, please",directive
i'd like to put a freeze on my bank account,directive
block my chase account asap,directive
can you please freeze my bank account,directive
can you please put a stop on my bank account,directive
pause my account,directive
put a hold on my bank account,directive
please do a stop on my bank account,directive
stop payments from my bank,directive
put a hold on my account,directive
stop my account activity,directive
please pause my banking actions,directive
dont allow any action on my account,directive
don't let payments go through using my bank account,directive
please freeze my bank account,directive
i want my bank account frozen,directive
my bank account must be frozen,directive
please ask the bank to freeze my account,directive
i need to freeze my bank account,directive
put a block on my chase account right away,directive
put a hold on my chase account right away please,directive
freeze my account,directive
place a stop on my main account for me please,directive
please put a block on my wells fargo account,directive
put a hold on my bank account please,directive
put a hold on my bank of america account right away please,directive
can you notify the bank to put a stop on my account,directive
can you put a stop on my account,directive
i need a stop placed on my bank account please,directive
can you put a block on my visa account right away,directive
who formed you,question
who constructed you,question
what's your design company,question
what company coded you,question
who fabricated you,question
what company wrote your code,question
what company owns your code,question
who brought you up,question
who is it that programmed you,question
whats it like to be programmed,question
who was the inventor of ai,question
ai was made by whom,question
tell me the inventor of ai,question
can you tell me who made ai,question
could you let me know who made you,question
would you let me know who programmed you,question
provide me the name of who programmed you,question
i want to know who made you,question
provide me the name of who made you,question
i am needing to know who made you,question
tell me who made you,question
tell me who programmed you,question
let me know who made you,question
i need to know who programmed you,question
i am wanting to know who programmed you,question
give me an answer to who made you,question
i'm needing to know who made you,question
what's your brand,question
who created you,question
who was your creator,question
who made your algorithms,question
who manufactured you,question
what's the name of the company that designed you,question
who's responsible for your existence,question
what's the business that caused you to be made,question
can you remember who compiled you,question
what company's software engineers gave you life,question
who are the people responsible for you,question
who invented you,question
who designed you,question
who developed your actions,question
who supplied your instructions,question
who formulated you,question
which company can i credit your design to,question
by which company are you designed by,question
to which company is your design accredited to,question
which company is responsible for your design,question
what organization created you,question
who developed your internal code,question
who created your ai program,question
who was your inventor,question
who engineered you,question
who is this ai's creater,question
who made this ai,question
who did the programming for this ai,question
i would like to know who programmed this ai,question
